Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Cleveland Cavaliers,82,241.2,42.4,88.3,.480,1.6,4.8,.338,40.8,83.5,.489,21.3,28.4,.752,13.2,29.9,43.2,25.2,7.6,5.3,17.2,27.6,107.8
Seattle SuperSonics,82,243.0,40.7,86.1,.472,1.0,3.7,.263,39.7,82.4,.482,22.1,28.4,.779,14.0,27.5,41.5,24.1,9.1,3.6,17.5,26.4,104.4
Indiana Pacers,82,240.9,42.0,87.2,.481,0.3,1.7,.161,41.7,85.5,.488,19.7,26.6,.739,13.9,31.9,45.7,26.3,8.0,4.6,18.5,26.0,103.9
Washington Bullets*,82,242.1,40.4,87.2,.463,1.4,5.0,.284,39.0,82.2,.474,20.8,27.9,.745,13.0,29.7,42.7,21.3,7.6,8.7,16.4,21.9,103.0
New York Knicks,82,241.5,39.5,85.8,.460,1.0,2.9,.343,38.5,82.9,.465,18.7,27.3,.686,13.2,26.5,39.6,22.9,8.7,3.8,17.5,27.0,98.7
League Average,82,241.6,43.2,88.6,.487,0.9,3.3,.282,42.3,85.3,.495,22.9,30.3,.756,14.1,29.4,43.6,26.0,8.8,5.3,17.8,25.2,110.2
Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Portland Trail Blazers*,82,241.5,44.5,88.4,.504,1.2,4.1,.289,43.3,84.3,.514,27.7,35.7,.775,14.4,29.4,43.8,28.8,9.4,4.7,18.9,25.4,117.9
Los Angeles Lakers*,82,240.6,45.6,88.4,.516,2.0,5.5,.367,43.6,82.9,.526,24.5,31.1,.789,13.7,30.7,44.4,29.6,8.9,5.9,16.6,22.6,117.8
Dallas Mavericks*,82,242.4,43.8,89.9,.487,2.8,8.0,.354,41.0,82.0,.500,26.2,33.1,.791,14.9,30.4,45.3,24.6,8.4,5.2,14.7,22.8,116.7
Denver Nuggets*,82,241.2,45.7,97.0,.471,1.3,4.8,.271,44.4,92.2,.481,24.1,31.3,.769,15.8,28.9,44.7,28.3,9.2,5.1,14.8,26.6,116.7
Seattle SuperSonics*,82,242.1,43.8,90.9,.482,2.3,7.0,.335,41.5,83.9,.494,23.8,31.4,.758,16.7,29.2,46.0,26.6,8.6,5.5,18.4,27.1,113.7
Boston Celtics*,82,241.5,44.5,86.0,.517,2.5,6.9,.366,41.9,79.1,.530,21.2,26.3,.808,11.4,31.5,42.9,29.5,6.8,6.4,15.9,20.9,112.6
Golden State Warriors*,82,242.7,43.3,90.4,.479,1.4,4.4,.319,41.9,86.0,.487,24.0,30.8,.780,14.5,28.7,43.2,25.4,8.7,3.9,16.5,26.1,112.0
Detroit Pistons*,82,241.8,43.2,88.3,.490,0.5,2.1,.231,42.7,86.2,.496,24.3,31.7,.765,15.2,32.3,47.5,24.6,7.8,5.3,17.3,25.3,111.2
Phoenix Suns,82,242.1,43.6,87.7,.497,0.7,3.1,.242,42.9,84.6,.506,23.2,30.5,.760,13.6,28.9,42.4,28.7,8.6,4.8,18.3,25.0,111.1
Sacramento Kings,82,241.2,43.0,90.4,.475,0.9,3.7,.251,42.0,86.7,.485,24.1,30.2,.796,15.6,29.8,45.4,26.6,6.3,4.8,17.1,24.5,110.9
Milwaukee Bucks*,82,241.2,42.2,88.8,.475,2.3,7.0,.323,39.9,81.8,.488,23.8,31.1,.766,13.6,28.3,42.0,24.9,10.3,4.8,15.4,26.6,110.4
Atlanta Hawks*,82,240.6,41.9,87.1,.481,1.6,5.2,.318,40.2,81.9,.491,24.6,32.5,.759,16.5,30.2,46.7,25.3,8.5,6.2,15.6,26.2,110.0
New Jersey Nets,82,242.1,41.1,86.4,.476,1.8,5.5,.323,39.4,80.9,.487,24.4,31.8,.767,14.3,29.4,43.6,24.3,7.8,4.8,19.7,28.7,108.5
San Antonio Spurs,82,241.5,43.1,90.9,.474,1.4,4.9,.290,41.6,86.0,.484,20.7,28.0,.742,15.7,28.6,44.3,27.1,9.6,4.0,17.1,23.5,108.3
Utah Jazz*,82,240.9,42.5,91.6,.464,1.7,5.5,.310,40.8,86.2,.474,21.2,29.1,.726,14.6,30.0,44.5,27.3,10.2,7.7,17.1,24.9,107.9
Houston Rockets*,82,241.2,42.3,88.6,.477,1.1,4.0,.275,41.2,84.6,.487,21.3,28.7,.741,14.5,30.3,44.8,27.2,8.0,6.8,16.9,24.1,106.9
Philadelphia 76ers*,82,242.4,40.7,82.8,.491,1.1,4.1,.259,39.6,78.7,.503,24.0,31.9,.753,14.4,28.4,42.7,23.7,9.4,6.6,18.5,21.6,106.5
Indiana Pacers*,82,243.0,42.1,89.3,.472,1.1,3.9,.297,41.0,85.5,.479,20.7,26.5,.782,13.8,30.0,43.9,26.5,8.5,3.8,15.6,25.6,106.1
Washington Bullets*,82,240.3,40.9,90.2,.454,0.5,2.7,.197,40.4,87.5,.461,23.6,30.9,.765,15.9,28.2,44.1,21.3,9.2,8.4,15.9,21.6,106.0
Chicago Bulls*,82,241.8,41.2,87.3,.473,1.0,3.6,.261,40.3,83.6,.482,21.4,27.5,.778,15.2,29.3,44.5,26.1,8.3,5.3,15.3,23.4,104.8
Los Angeles Clippers,82,241.2,40.4,89.4,.452,1.0,4.2,.224,39.4,85.2,.463,22.8,30.7,.742,15.0,26.1,41.1,24.0,9.2,5.3,18.2,24.4,104.5
Cleveland Cavaliers,82,240.9,40.8,86.9,.470,1.0,4.1,.240,39.9,82.7,.482,21.7,31.1,.697,15.3,29.5,44.8,23.3,8.2,6.8,19.7,22.6,104.4
New York Knicks,82,241.2,40.6,85.6,.474,1.5,4.6,.333,39.1,81.1,.482,21.0,28.8,.730,13.5,26.4,39.9,23.7,8.6,4.8,17.3,24.7,103.8
League Average,82,241.6,42.6,88.8,.480,1.4,4.7,.301,41.2,84.1,.490,23.2,30.5,.763,14.7,29.3,44.0,26.0,8.6,5.5,17.0,24.5,109.9
Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Denver Nuggets*,82,241.2,46.0,97.1,.474,2.3,6.9,.342,43.6,90.2,.484,22.5,27.9,.804,14.2,29.8,44.0,28.0,10.1,4.9,14.5,24.2,116.7
Portland Trail Blazers*,82,240.6,44.6,91.0,.491,1.4,4.6,.308,43.2,86.3,.501,25.4,32.9,.770,15.3,30.4,45.6,28.1,8.9,4.2,16.5,25.5,116.1
Boston Celtics*,82,241.2,43.9,84.2,.521,3.3,8.6,.384,40.6,75.6,.537,22.5,28.0,.803,11.3,29.8,41.1,29.9,7.6,5.1,15.9,22.0,113.6
San Antonio Spurs*,82,241.5,45.2,92.2,.490,1.6,5.0,.323,43.6,87.2,.500,21.6,29.4,.733,14.4,28.5,42.9,28.6,9.0,5.7,17.3,24.3,113.6
Los Angeles Lakers*,82,241.5,43.6,86.3,.505,1.7,5.8,.297,41.9,80.5,.520,23.9,30.2,.789,13.1,30.4,43.5,28.6,8.2,4.9,16.1,20.9,112.8
Seattle SuperSonics*,82,242.1,43.2,90.8,.476,2.7,7.8,.346,40.5,83.0,.488,22.3,29.8,.748,16.0,28.2,44.2,26.2,9.5,5.5,16.8,29.0,111.4
Dallas Mavericks*,82,240.9,41.6,87.7,.475,1.9,6.4,.293,39.7,81.3,.489,24.1,30.6,.789,16.4,30.4,46.8,24.2,7.9,5.4,15.3,21.1,109.3
Detroit Pistons*,82,241.2,42.2,85.6,.493,0.7,2.5,.287,41.5,83.1,.499,24.1,31.9,.757,14.4,30.3,44.7,24.5,7.2,4.8,16.4,23.9,109.2
Houston Rockets*,82,240.0,42.3,89.7,.471,0.8,3.5,.237,41.4,86.1,.481,23.6,30.3,.780,15.1,30.9,46.0,23.6,8.7,6.1,16.7,22.7,109.0
Utah Jazz*,82,240.3,42.5,86.5,.491,1.6,4.9,.319,40.9,81.6,.502,22.0,29.3,.750,13.0,31.1,44.1,29.4,9.4,7.6,18.1,24.2,108.5
Phoenix Suns,82,240.6,43.3,89.0,.486,1.4,4.4,.331,41.9,84.7,.494,20.5,26.8,.764,13.6,29.0,42.6,28.4,8.2,4.3,17.2,24.9,108.5
Sacramento Kings,82,241.2,42.2,89.5,.471,1.8,5.5,.320,40.4,84.0,.481,21.9,28.3,.772,15.0,30.0,45.0,25.8,7.1,6.0,17.8,23.1,108.0
Atlanta Hawks*,82,241.2,42.0,86.6,.485,1.0,3.4,.301,41.0,83.2,.492,22.8,29.8,.767,15.0,29.0,44.0,25.1,7.7,6.5,14.9,25.0,107.9
Golden State Warriors,82,241.2,42.2,90.3,.468,1.1,3.8,.292,41.1,86.5,.475,21.4,26.9,.796,13.9,27.5,41.4,24.5,9.0,3.5,17.0,26.3,107.0
Milwaukee Bucks*,82,241.2,41.0,86.3,.475,1.6,5.0,.324,39.4,81.3,.485,22.3,28.8,.775,13.6,28.5,42.1,26.8,8.2,4.6,15.5,24.3,106.1
Philadelphia 76ers,82,242.7,39.2,82.7,.474,1.9,5.7,.323,37.3,77.0,.485,25.5,33.3,.764,14.9,28.1,43.0,23.1,8.2,5.7,17.5,22.8,105.7
Washington Bullets*,82,242.4,40.9,87.4,.468,0.4,1.7,.210,40.6,85.7,.473,23.3,30.2,.773,15.0,28.0,43.0,22.9,8.5,6.1,16.9,23.4,105.5
New York Knicks*,82,241.5,41.0,88.2,.465,2.2,6.9,.316,38.8,81.3,.478,21.3,28.1,.759,15.7,26.8,42.4,24.5,9.6,5.4,18.5,28.8,105.5
Chicago Bulls*,82,242.1,41.9,85.5,.490,0.7,3.0,.230,41.2,82.6,.499,20.5,27.1,.759,14.3,30.0,44.3,26.2,8.7,5.8,15.4,22.5,105.0
Indiana Pacers,82,240.3,41.9,87.2,.480,2.0,5.9,.336,39.9,81.3,.491,18.9,24.2,.780,13.1,30.0,43.1,24.1,7.5,4.2,16.1,24.9,104.6
Cleveland Cavaliers*,82,241.2,40.4,82.4,.490,1.5,4.1,.378,38.9,78.3,.496,22.1,29.7,.744,12.4,27.9,40.3,25.2,8.9,6.4,17.5,22.4,104.5
New Jersey Nets,82,241.2,39.1,83.6,.468,1.7,5.5,.301,37.5,78.1,.480,20.5,28.1,.729,13.1,27.6,40.7,21.9,8.9,4.7,18.3,24.9,100.4
Los Angeles Clippers,82,241.5,38.9,87.7,.443,1.0,3.9,.249,37.9,83.9,.452,20.0,28.1,.713,14.5,28.7,43.2,23.0,8.8,6.3,18.7,23.3,98.8
League Average,82,241.3,42.1,87.7,.480,1.6,5.0,.316,40.6,82.7,.490,22.3,29.1,.766,14.2,29.2,43.4,25.8,8.5,5.4,16.7,24.1,108.2
Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Phoenix Suns*,82,240.9,45.8,92.0,.498,2.0,5.9,.349,43.7,86.1,.508,25.0,31.6,.791,13.4,31.9,45.3,27.8,8.5,5.1,15.6,23.6,118.6
Denver Nuggets*,82,242.4,46.5,99.3,.468,2.8,8.2,.337,43.7,91.0,.480,22.2,28.2,.787,14.7,30.6,45.4,27.8,9.9,5.3,14.9,25.5,118.0
New York Knicks*,82,241.5,45.1,92.8,.486,4.7,14.0,.337,40.4,78.8,.513,21.7,28.9,.752,16.1,27.6,43.7,25.4,11.0,5.4,19.2,25.0,116.7
Golden State Warriors*,82,242.7,45.5,97.3,.468,2.4,7.7,.308,43.1,89.6,.481,23.2,29.1,.799,16.1,31.2,47.4,24.5,10.1,7.8,18.1,23.7,116.6
Los Angeles Lakers*,82,241.5,43.7,87.1,.502,2.8,8.1,.340,40.9,79.0,.518,24.5,30.6,.802,13.3,31.9,45.2,27.8,8.8,5.1,16.4,20.4,114.7
Portland Trail Blazers*,82,241.8,45.1,95.1,.474,2.6,7.9,.335,42.4,87.2,.487,21.8,29.5,.740,16.9,29.0,45.9,27.0,10.1,4.7,17.5,24.7,114.6
Seattle SuperSonics*,82,241.2,43.5,91.2,.477,3.6,9.4,.379,39.9,81.8,.488,21.6,29.0,.746,17.0,27.3,44.3,25.4,10.5,6.0,17.1,24.7,112.1
Philadelphia 76ers*,82,241.2,42.7,87.8,.486,2.5,7.9,.316,40.2,79.9,.503,24.0,30.5,.787,13.9,28.7,42.7,25.7,8.4,4.3,14.8,21.0,111.9
Atlanta Hawks*,82,241.5,41.6,88.2,.472,1.3,4.8,.277,40.3,83.3,.483,26.4,33.0,.800,16.7,28.2,45.0,24.3,10.0,5.8,16.0,22.9,111.0
Boston Celtics*,82,241.2,42.9,87.1,.493,1.0,3.8,.252,42.0,83.3,.504,22.4,28.6,.783,14.4,29.8,44.2,26.7,7.8,5.1,16.3,22.9,109.2
Milwaukee Bucks*,82,240.9,41.5,87.4,.474,2.2,6.9,.316,39.3,80.5,.488,23.8,29.0,.821,13.8,27.7,41.5,25.3,10.0,3.9,15.9,23.8,108.9
Cleveland Cavaliers*,82,240.9,42.3,84.2,.502,2.1,5.8,.359,40.2,78.4,.513,22.2,29.7,.747,12.6,30.2,42.8,27.6,9.6,7.1,16.1,19.4,108.8
Houston Rockets*,82,242.1,41.6,87.8,.474,2.0,6.4,.314,39.6,81.4,.487,23.3,30.8,.755,14.8,31.1,45.9,24.6,9.6,6.1,19.1,24.7,108.5
Washington Bullets,82,242.1,42.9,92.6,.464,0.6,3.0,.214,42.3,89.6,.472,21.8,28.3,.772,15.3,28.7,44.0,25.0,8.5,4.0,15.7,25.0,108.3
Indiana Pacers,82,242.1,41.3,84.7,.487,2.5,7.5,.328,38.8,77.2,.503,21.9,27.7,.789,13.0,30.5,43.4,24.5,6.9,5.1,18.9,25.7,106.9
Detroit Pistons*,82,241.8,41.4,83.9,.494,1.5,4.9,.300,39.9,79.0,.505,22.3,29.0,.769,14.1,31.0,45.1,24.7,6.4,5.0,16.3,23.6,106.6
Chicago Bulls*,82,241.2,42.0,85.0,.495,2.1,6.5,.328,39.9,78.5,.509,20.2,25.7,.786,12.4,29.9,42.3,27.0,8.8,4.6,16.2,22.6,106.4
Los Angeles Clippers,82,242.1,43.0,90.6,.475,0.7,2.9,.231,42.3,87.7,.483,19.6,27.1,.723,14.1,29.1,43.2,26.9,9.9,6.5,20.3,23.6,106.2
Sacramento Kings,82,241.2,41.0,89.6,.457,3.7,10.0,.373,37.3,79.6,.468,19.8,25.7,.770,13.9,29.9,43.8,24.0,7.6,5.0,16.7,22.9,105.5
San Antonio Spurs,82,240.9,42.3,90.4,.468,0.8,3.6,.215,41.5,86.8,.479,20.1,28.9,.698,15.8,26.6,42.4,24.8,11.7,5.2,20.9,26.3,105.5
Utah Jazz*,82,240.6,38.8,80.4,.482,1.4,4.6,.300,37.4,75.8,.494,25.7,33.4,.770,12.8,31.8,44.6,25.7,8.8,7.1,18.7,23.1,104.7
Charlotte Hornets,82,241.2,41.8,90.6,.461,1.6,5.2,.312,40.1,85.4,.470,19.3,25.1,.767,13.9,26.8,40.7,28.3,8.6,3.2,16.1,25.2,104.5
New Jersey Nets,82,241.5,40.6,88.1,.461,2.3,6.9,.329,38.4,81.2,.473,20.2,27.6,.731,14.7,29.5,44.2,21.9,9.4,5.3,17.7,24.0,103.7
Dallas Mavericks,82,241.2,39.6,84.4,.469,2.6,8.3,.310,37.0,76.0,.486,21.8,27.6,.789,12.8,29.2,42.0,22.8,7.1,5.8,15.0,21.2,103.5
Miami Heat,82,242.1,39.3,86.8,.453,1.2,3.6,.326,38.1,83.1,.458,18.0,25.6,.702,16.0,27.0,42.9,23.9,9.1,5.0,21.1,25.9,97.8
League Average,82,241.5,42.5,89.0,.477,2.1,6.6,.323,40.4,82.4,.490,22.1,28.8,.768,14.5,29.4,43.9,25.6,9.1,5.3,17.2,23.7,109.2
Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Golden State Warriors,82,240.3,42.5,87.9,.484,3.0,9.1,.324,39.6,78.8,.503,28.2,34.9,.809,11.2,29.1,40.2,24.1,9.2,6.0,17.3,24.5,116.3
Phoenix Suns*,82,242.1,43.2,87.1,.496,2.1,6.6,.324,41.1,80.4,.511,26.3,33.1,.795,12.8,32.3,45.2,25.7,8.1,6.1,15.5,22.3,114.9
Denver Nuggets*,82,241.5,45.3,97.7,.464,2.8,8.3,.337,42.5,89.5,.475,21.2,26.8,.789,14.3,30.9,45.1,27.7,9.9,4.0,13.9,25.0,114.6
Portland Trail Blazers*,82,242.4,43.6,92.0,.473,2.3,6.9,.336,41.2,85.1,.484,24.8,33.3,.743,16.5,31.1,47.6,25.4,9.1,4.4,16.5,25.0,114.2
Orlando Magic,82,241.5,42.2,91.8,.459,1.4,4.8,.295,40.7,87.0,.468,25.1,33.2,.756,15.9,30.1,46.0,24.3,7.5,3.6,17.2,24.1,110.9
Los Angeles Lakers*,82,242.1,41.9,85.5,.490,3.8,10.3,.367,38.1,75.2,.507,23.2,29.5,.787,13.4,30.0,43.4,27.2,8.0,5.4,15.0,21.2,110.7
Philadelphia 76ers*,82,241.5,41.9,85.7,.489,2.3,6.6,.348,39.6,79.1,.501,24.1,30.6,.788,13.5,29.3,42.9,23.6,8.4,4.5,14.7,20.7,110.2
Boston Celtics*,82,240.3,43.5,87.2,.498,1.3,4.9,.262,42.2,82.2,.513,21.8,26.3,.832,13.0,33.0,46.0,29.5,6.6,5.5,15.3,20.9,110.0
Chicago Bulls*,82,241.8,43.1,86.5,.498,3.0,8.2,.374,40.0,78.3,.511,20.3,26.1,.778,13.1,27.8,40.9,26.5,9.9,4.7,15.2,23.2,109.5
Indiana Pacers*,82,242.4,41.2,83.0,.497,3.6,9.4,.382,37.6,73.6,.511,23.2,28.5,.816,11.5,29.1,40.6,24.7,6.7,4.3,16.4,24.0,109.3
Atlanta Hawks,82,240.6,41.7,85.6,.487,1.5,5.0,.302,40.2,80.6,.498,23.7,31.0,.764,15.5,26.7,42.2,22.2,8.7,4.3,15.5,22.8,108.5
New York Knicks*,82,241.8,41.9,86.5,.484,2.9,8.7,.332,39.0,77.8,.501,21.6,28.6,.756,14.5,29.6,44.1,26.1,8.7,6.0,17.2,22.3,108.3
Washington Bullets,82,241.8,43.9,92.5,.475,0.5,2.4,.188,43.4,90.0,.482,19.5,25.5,.764,14.6,29.9,44.5,27.0,6.8,5.2,14.6,23.5,107.7
Seattle SuperSonics,82,242.7,42.3,88.3,.479,2.8,7.9,.355,39.5,80.4,.491,19.6,26.4,.741,16.1,27.5,43.6,22.9,8.5,4.1,16.3,25.2,106.9
Utah Jazz*,82,241.8,40.6,80.4,.505,2.8,7.7,.359,37.9,72.7,.521,22.9,30.3,.754,11.6,30.5,42.1,27.0,8.3,6.0,17.2,24.8,106.8
Houston Rockets*,82,241.5,42.5,88.4,.480,1.9,6.0,.312,40.6,82.4,.493,19.9,27.6,.720,14.8,32.2,47.0,26.8,9.9,6.7,18.5,23.6,106.7
San Antonio Spurs*,82,240.6,41.3,85.3,.484,0.7,2.8,.239,40.7,82.6,.492,23.0,30.9,.745,14.2,30.2,44.4,24.8,9.7,6.8,17.1,22.6,106.3
Milwaukee Bucks*,82,241.8,41.2,87.1,.473,2.5,8.2,.312,38.7,79.0,.490,21.0,27.7,.758,13.5,27.4,40.9,25.0,10.1,4.0,16.0,25.4,106.0
Detroit Pistons*,82,241.5,40.6,85.1,.478,2.2,6.6,.327,38.5,78.5,.490,20.9,27.5,.761,14.5,30.0,44.4,24.3,6.2,5.1,15.0,23.9,104.3
Los Angeles Clippers,82,241.5,40.5,83.6,.484,0.7,2.8,.243,39.8,80.8,.493,22.1,30.0,.738,12.9,28.8,41.7,24.1,9.5,6.2,18.9,22.7,103.8
Cleveland Cavaliers*,82,242.4,39.2,85.1,.461,4.2,10.4,.407,35.0,74.7,.468,20.0,26.8,.744,13.8,29.0,42.8,25.7,7.9,6.2,15.2,20.3,102.6
Dallas Mavericks*,82,242.1,39.6,83.3,.475,1.9,5.9,.323,37.7,77.4,.487,21.2,27.6,.767,12.7,29.5,42.2,21.7,8.1,4.9,15.0,21.1,102.2
Sacramento Kings,82,240.9,40.3,86.0,.468,2.6,7.9,.333,37.7,78.1,.482,18.5,24.0,.771,11.6,28.8,40.4,25.0,6.7,4.8,15.1,22.7,101.7
Miami Heat,82,240.6,41.3,89.6,.461,1.1,3.7,.293,40.2,85.9,.468,17.0,24.7,.687,15.1,28.2,43.4,23.9,9.0,4.7,19.0,25.9,100.6
Charlotte Hornets,82,240.9,39.9,87.6,.455,2.5,7.5,.336,37.4,80.1,.466,18.1,24.0,.756,11.7,27.0,38.7,25.4,9.5,3.2,15.0,23.0,100.4
New Jersey Nets,82,240.3,38.5,90.4,.426,1.7,6.2,.277,36.8,84.3,.437,21.4,28.7,.746,16.6,28.3,45.0,18.0,9.4,5.9,16.6,23.8,100.1
Minnesota Timberwolves,82,242.1,37.4,83.9,.446,0.9,3.6,.248,36.5,80.3,.455,19.5,26.1,.747,14.6,25.0,39.6,22.5,9.6,4.2,14.6,23.2,95.2
League Average,82,241.5,41.5,87.2,.476,2.2,6.6,.331,39.3,80.6,.488,21.8,28.5,.764,13.8,29.3,43.1,24.9,8.5,5.1,16.1,23.3,107.0
Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Denver Nuggets,82,240.6,47.6,108.1,.440,3.7,12.9,.283,43.9,95.2,.461,21.0,27.6,.763,18.5,30.9,49.4,24.5,10.4,5.0,16.2,27.3,119.9
Golden State Warriors*,82,241.5,43.5,89.6,.485,3.3,9.8,.337,40.2,79.8,.504,26.4,33.7,.783,13.6,28.1,41.7,23.8,9.8,4.6,16.6,26.9,116.6
Portland Trail Blazers*,82,242.7,43.6,89.9,.485,4.2,11.0,.377,39.5,78.8,.501,23.3,31.0,.753,14.7,31.2,45.9,27.5,8.8,5.0,16.0,24.1,114.7
Phoenix Suns*,82,240.6,43.6,87.8,.496,1.7,5.3,.319,41.9,82.5,.508,25.2,32.7,.770,13.8,31.7,45.5,26.9,8.4,6.5,15.9,22.6,114.0
Indiana Pacers*,82,241.5,42.1,85.3,.493,3.0,9.1,.332,39.0,76.2,.513,24.5,30.2,.811,12.4,29.0,41.4,26.6,8.0,4.4,16.5,25.5,111.7
Boston Celtics*,82,241.5,45.1,88.0,.512,1.3,4.2,.315,43.7,83.8,.522,20.1,24.4,.824,13.3,32.9,46.2,26.3,8.2,6.9,16.1,20.7,111.5
Chicago Bulls*,82,240.9,44.3,86.9,.510,1.9,5.2,.366,42.4,81.7,.519,19.6,25.7,.760,14.0,28.6,42.6,27.0,10.0,5.3,14.4,21.4,110.0
Atlanta Hawks*,82,240.9,40.8,88.1,.464,3.3,10.2,.324,37.5,77.9,.482,24.8,31.0,.800,15.1,29.5,44.6,22.7,8.9,4.6,15.0,21.6,109.8
San Antonio Spurs*,82,241.8,41.6,85.2,.488,1.0,3.6,.273,40.6,81.6,.497,23.0,30.0,.766,13.8,32.4,46.2,26.1,8.2,7.0,17.6,23.1,107.1
Houston Rockets*,82,242.1,41.5,88.9,.467,3.9,12.1,.320,37.6,76.8,.490,19.9,26.8,.741,15.5,30.6,46.1,23.2,9.7,5.0,17.1,22.9,106.7
Seattle SuperSonics*,82,242.4,42.7,86.8,.492,1.7,5.2,.319,41.0,81.6,.503,19.6,26.1,.750,14.9,26.5,41.4,24.9,10.5,4.6,17.1,24.1,106.6
Milwaukee Bucks*,82,242.1,40.7,84.7,.480,3.1,9.2,.341,37.6,75.5,.497,21.9,27.3,.801,13.2,26.4,39.5,25.3,10.9,4.0,16.1,24.8,106.4
Los Angeles Lakers*,82,241.8,40.8,84.3,.484,2.8,9.1,.304,38.0,75.2,.505,22.0,27.6,.798,13.1,29.8,42.9,25.5,7.8,4.7,14.7,18.6,106.3
Orlando Magic,82,241.2,40.2,88.5,.455,3.3,9.2,.358,36.9,79.3,.466,22.2,29.8,.743,15.0,29.6,44.7,22.1,7.3,3.7,17.0,24.1,105.9
Philadelphia 76ers*,82,244.9,40.1,84.5,.475,2.4,7.5,.316,37.7,76.9,.491,22.8,28.9,.790,12.0,30.4,42.4,22.2,8.3,5.8,15.0,19.9,105.4
Utah Jazz*,82,241.2,39.2,79.7,.492,1.8,5.6,.323,37.4,74.1,.504,23.8,30.1,.789,10.6,30.2,40.7,27.0,8.0,5.5,15.9,21.9,104.0
Los Angeles Clippers,82,241.5,41.4,89.2,.464,1.4,5.3,.260,40.0,83.9,.476,19.5,27.7,.702,15.2,30.5,45.7,25.8,8.8,6.2,17.5,24.9,103.5
New York Knicks*,82,243.4,40.3,83.2,.485,2.3,6.8,.332,38.1,76.4,.499,20.2,26.2,.770,12.8,29.7,42.5,26.5,7.8,5.1,16.8,21.5,103.1
New Jersey Nets,82,241.8,40.4,91.0,.444,2.0,7.1,.275,38.4,83.8,.458,20.2,27.4,.739,17.1,28.6,45.7,21.7,9.1,7.3,17.4,23.8,102.9
Charlotte Hornets,82,241.5,40.1,85.8,.467,1.6,5.1,.314,38.5,80.7,.477,21.0,27.0,.779,12.5,26.8,39.4,24.6,9.3,3.7,15.7,23.7,102.8
Miami Heat,82,241.2,40.0,87.1,.459,1.7,5.7,.302,38.3,81.4,.470,20.1,28.1,.715,15.0,28.1,43.1,23.2,9.2,4.7,18.9,25.4,101.8
Cleveland Cavaliers,82,241.8,39.7,83.6,.475,2.0,5.8,.334,37.8,77.8,.486,20.3,26.5,.765,12.3,28.4,40.7,27.3,7.8,5.5,15.6,20.4,101.7
Washington Bullets,82,242.1,41.3,88.6,.466,0.7,3.5,.194,40.7,85.2,.478,18.0,24.7,.729,14.3,29.1,43.5,25.4,7.2,5.7,16.6,23.5,101.4
Detroit Pistons*,82,241.5,39.0,83.8,.465,1.6,5.4,.298,37.4,78.5,.476,20.6,27.0,.763,14.7,29.9,44.6,22.3,5.9,4.5,14.4,22.8,100.1
Dallas Mavericks,82,241.5,39.6,84.0,.471,2.4,7.3,.322,37.2,76.7,.485,18.4,24.2,.761,12.0,28.8,40.8,22.2,7.1,4.8,14.5,22.4,99.9
Minnesota Timberwolves,82,242.7,39.8,88.7,.449,1.3,4.6,.283,38.5,84.1,.458,18.7,25.4,.735,15.5,25.8,41.3,23.0,8.7,5.4,13.0,22.7,99.6
Sacramento Kings,82,240.3,37.6,83.1,.453,2.6,7.0,.374,35.0,76.1,.460,18.8,25.7,.732,12.5,27.0,39.6,24.3,7.7,6.3,15.5,25.3,96.7
League Average,82,241.8,41.4,87.2,.474,2.3,7.1,.320,39.1,80.1,.488,21.3,27.9,.765,14.0,29.3,43.3,24.7,8.6,5.3,16.0,23.2,106.3
Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Golden State Warriors*,82,242.4,45.9,90.6,.507,3.1,9.3,.333,42.8,81.3,.527,23.7,31.8,.746,13.9,29.0,42.8,25.2,10.4,4.6,16.5,25.0,118.7
Indiana Pacers*,82,243.4,42.7,86.3,.494,4.1,11.5,.354,38.6,74.9,.516,22.8,28.8,.790,13.2,31.3,44.5,29.2,8.6,4.8,17.1,26.1,112.2
Phoenix Suns*,82,241.5,43.3,88.0,.492,2.8,7.3,.381,40.6,80.8,.502,22.7,29.2,.776,13.3,31.2,44.5,26.9,8.2,7.1,15.1,22.6,112.1
